movimiento_id,fecha,tienda_id,producto_id,proveedor_id,tipo_movimiento,cantidad,costo_unitario
189,2025-03-18,2,SKU0007,6,ENTRADA,64,3414.12
190,2025-07-23,4,SKU0033,9,ENTRADA,43,2456.67
191,2024-03-14,1,SKU0033,,SALIDA,75,1746.01
192,2024-11-10,4,SKU0003,,SALIDA,16,1600.04
193,2024-06-06,3,SKU0028,1,ENTRADA,64,1615.77
194,2024-08-13,5,SKU0030,9,ENTRADA,98,2301.49
195,2026-05-04,3,SKU0042,,SALIDA,68,8075.34
196,2025-06-30,2,SKU0033,9,ENTRADA,30,2012.88
197,2025-10-05,4,SKU0023,5,ENTRADA,56,10266.35
198,2026-02-26,3,SKU0022,10,ENTRADA,38,2176.58
199,2026-02-19,2,SKU0040,,SALIDA,24,4080.09
200,2026-07-23,1,SKU0040,5,ENTRADA,16,4521.09
201,2026-02-08,5,SKU0036,7,ENTRADA,85,16335.74
202,2025-01-24,2,SKU0017,1,ENTRADA,55,9111.28
203,2025-07-17,3,SKU0034,,AJUSTE,65,2326.11
204,2025-05-24,3,SKU0017,1,ENTRADA,71,9306.63
205,2026-05-25,3,SKU0037,,AJUSTE,28,9847.54
206,2025-06-09,1,SKU0012,,SALIDA,81,1636.86
207,2025-02-23,1,SKU0028,,SALIDA,20,1999.2
208,2024-07-22,1,SKU0040,5,ENTRADA,96,3360.53
209,2024-12-17,1,SKU0014,5,ENTRADA,78,4215.24
210,2024-09-04,4,SKU0040,,SALIDA,26,3206.46
211,2026-05-12,2,SKU0039,8,ENTRADA,46,10943.05
212,2026-02-05,3,SKU0026,,SALIDA,1,4772.44
213,2024-03-11,4,SKU0002,,AJUSTE,83,2875.12
214,2026-07-25,3,SKU0023,5,ENTRADA,24,10263.53
215,2025-07-03,2,SKU0014,5,ENTRADA,16,3562.04
216,2026-01-25,5,SKU0041,,SALIDA,28,5942.74
217,2026-07-31,1,SKU0021,10,ENTRADA,38,2532.66
218,2026-07-11,5,SKU0006,2,ENTRADA,90,1478.16
219,2024-04-27,5,SKU0025,5,ENTRADA,8,4210.32
220,2025-10-29,1,SKU0008,,AJUSTE,31,3074.44
221,2024-10-27,3,SKU0004,,SALIDA,68,5468.19
222,2026-03-10,2,SKU0029,,AJUSTE,46,4598.59
223,2026-05-29,5,SKU0032,,SALIDA,27,2402.58
224,2024-03-08,2,SKU0034,,SALIDA,92,1847.7
225,2026-07-29,2,SKU0021,,AJUSTE,14,2749.78
226,2024-09-05,5,SKU0006,2,ENTRADA,63,1331.86
227,2026-04-03,5,SKU0013,5,ENTRADA,56,3829.07
228,2026-02-22,5,SKU0009,,SALIDA,13,2571.01
229,2025-01-20,3,SKU0012,,SALIDA,83,1447.67
230,2026-03-28,5,SKU0027,,AJUSTE,85,6947.63
231,2026-04-02,3,SKU0022,,AJUSTE,6,1796.21
232,2024-07-18,1,SKU0033,,AJUSTE,55,2156.32
233,2025-08-31,3,SKU0040,,SALIDA,34,4085.34
234,2026-03-01,4,SKU0030,9,ENTRADA,87,2874.86
235,2025-12-03,3,SKU0001,,AJUSTE,71,2486.01
236,2026-05-26,3,SKU0008,6,ENTRADA,66,2989.9
237,2024-02-03,3,SKU0042,,SALIDA,53,6923.69
238,2025-12-05,2,SKU0003,,SALIDA,4,1532.94
239,2026-06-21,5,SKU0027,,SALIDA,45,7067.71
240,2025-08-03,2,SKU0039,,SALIDA,43,9221.0
241,2025-08-03,1,SKU0005,,AJUSTE,97,5815.83
242,2024-07-31,4,SKU0010,,SALIDA,100,5297.14
243,2026-07-22,4,SKU0029,,SALIDA,64,4350.97
244,2026-05-01,2,SKU0037,,SALIDA,37,12884.31
245,2025-05-31,2,SKU0008,6,ENTRADA,66,2685.8
246,2024-12-08,5,SKU0019,10,ENTRADA,62,1739.99
247,2025-05-29,1,SKU0040,5,ENTRADA,64,3290.19
248,2024-04-16,3,SKU0019,,SALIDA,77,1941.3
249,2024-09-20,3,SKU0036,,AJUSTE,89,13879.1
250,2024-09-04,3,SKU0030,9,ENTRADA,56,2223.46
251,2025-07-01,5,SKU0013,,SALIDA,54,3306.72
252,2024-01-01,1,SKU0032,9,ENTRADA,43,1930.69
253,2026-05-29,3,SKU0015,1,ENTRADA,22,4090.77
254,2024-08-15,4,SKU0028,,SALIDA,80,2020.86
255,2024-05-30,4,SKU0002,,SALIDA,16,3037.73
256,2025-12-17,4,SKU0010,6,ENTRADA,87,6012.78
257,2026-05-30,2,SKU0024,8,ENTRADA,37,1890.53
258,2026-04-01,2,SKU0008,,SALIDA,14,2921.79
259,2024-12-21,1,SKU0041,8,ENTRADA,44,5459.25
260,2024-01-27,3,SKU0024,,AJUSTE,31,1628.54
261,2025-08-25,3,SKU0023,,AJUSTE,44,10149.27
262,2026-05-29,4,SKU0024,8,ENTRADA,16,1682.2
263,2026-02-01,2,SKU0036,7,ENTRADA,48,16374.81
264,2026-04-03,4,SKU0031,,SALIDA,66,2074.94
265,2026-04-14,3,SKU0040,5,ENTRADA,39,4673.14
266,2026-07-01,1,SKU0038,1,ENTRADA,65,6113.03
267,2025-02-08,3,SKU0004,1,ENTRADA,11,6253.88
268,2026-06-17,3,SKU0024,,SALIDA,72,1627.66
269,2025-03-02,1,SKU0011,,AJUSTE,59,3099.76
270,2024-04-28,4,SKU0015,,AJUSTE,50,3637.17
271,2024-12-02,2,SKU0040,5,ENTRADA,86,3704.37
272,2024-06-06,5,SKU0003,,AJUSTE,67,1642.66
273,2024-06-28,3,SKU0035,7,ENTRADA,12,8294.57
274,2026-06-22,5,SKU0024,8,ENTRADA,77,1498.99
275,2026-02-17,3,SKU0007,6,ENTRADA,23,3240.7
276,2026-07-01,3,SKU0026,8,ENTRADA,5,4302.19
277,2025-10-22,2,SKU0013,5,ENTRADA,74,3087.93
278,2024-07-16,5,SKU0032,9,ENTRADA,24,2268.98
279,2026-07-07,5,SKU0016,,AJUSTE,82,2749.89
280,2025-11-29,1,SKU0011,,AJUSTE,69,3129.39
281,2026-06-07,3,SKU0034,,SALIDA,58,2288.81
282,2026-02-12,4,SKU0027,,SALIDA,52,5996.93
283,2024-09-09,2,SKU0018,10,ENTRADA,70,2386.07
284,2025-08-27,1,SKU0033,9,ENTRADA,38,1967.35
285,2024-07-18,4,SKU0026,,SALIDA,62,3330.9
286,2024-12-06,3,SKU0027,,SALIDA,4,5173.17
287,2025-11-25,5,SKU0042,5,ENTRADA,99,7417.92
288,2024-05-27,4,SKU0011,,AJUSTE,56,2714.56
289,2025-12-25,5,SKU0029,,SALIDA,67,3809.52
290,2026-06-22,4,SKU0036,,SALIDA,39,13964.53
291,2026-06-22,2,SKU0037,,SALIDA,50,11631.48
292,2025-02-26,3,SKU0006,,SALIDA,50,1782.72
293,2026-07-27,5,SKU0014,,AJUSTE,91,4072.15
294,2026-07-05,3,SKU0006,,SALIDA,56,1671.29
295,2024-02-09,2,SKU0042,5,ENTRADA,79,6058.3
296,2025-09-09,4,SKU0010,,AJUSTE,98,5135.66
297,2026-06-01,5,SKU0036,,SALIDA,35,16242.41
298,2026-07-06,4,SKU0038,,SALIDA,54,6596.11
299,2024-09-06,1,SKU0034,9,ENTRADA,85,2241.81
300,2025-08-05,2,SKU0012,,AJUSTE,19,1346.85
301,2026-06-13,2,SKU0042,,SALIDA,50,7679.63
302,2024-06-10,2,SKU0009,1,ENTRADA,29,2188.04
303,2026-01-07,4,SKU0015,,AJUSTE,100,3503.02
304,2024-09-26,1,SKU0025,5,ENTRADA,66,4365.87
305,2026-07-18,5,SKU0020,,SALIDA,64,1723.26
306,2024-07-10,3,SKU0004,,SALIDA,42,6001.42
307,2026-05-04,4,SKU0021,,SALIDA,84,3141.11
308,2024-04-14,4,SKU0024,,AJUSTE,50,1523.35
309,2025-12-11,1,SKU0001,,SALIDA,44,2310.03
310,2025-10-13,4,SKU0009,,SALIDA,84,2317.27
311,2026-05-05,3,SKU0041,,AJUSTE,34,6196.51
312,2025-04-20,2,SKU0027,5,ENTRADA,60,5182.74
313,2024-10-25,1,SKU0027,,SALIDA,56,5340.83
314,2024-10-08,3,SKU0017,1,ENTRADA,6,7309.77
315,2024-03-22,1,SKU0010,,AJUSTE,56,5492.09
316,2024-10-16,1,SKU0030,,SALIDA,18,1960.5
317,2024-05-06,1,SKU0021,,AJUSTE,12,2524.45
318,2024-01-02,3,SKU0034,9,ENTRADA,44,1895.31
319,2025-02-20,1,SKU0041,8,ENTRADA,29,5949.2
320,2025-12-28,3,SKU0036,7,ENTRADA,70,12201.64
321,2026-07-08,2,SKU0017,1,ENTRADA,24,10447.91
322,2026-05-04,4,SKU0033,,SALIDA,53,2491.36
323,2025-06-01,2,SKU0014,,SALIDA,86,4109.48
324,2025-02-13,3,SKU0004,1,ENTRADA,27,5731.64
325,2025-07-18,1,SKU0007,,SALIDA,6,3963.7
326,2024-04-29,5,SKU0033,9,ENTRADA,95,2215.55
327,2025-05-20,1,SKU0003,,SALIDA,20,1380.92
328,2026-04-17,5,SKU0006,,SALIDA,45,1700.84
329,2025-10-24,3,SKU0042,,AJUSTE,99,6817.89
330,2025-11-24,5,SKU0040,5,ENTRADA,43,4208.78
331,2024-07-04,1,SKU0031,9,ENTRADA,45,2154.51
332,2024-03-28,1,SKU0028,1,ENTRADA,38,1720.03
333,2026-04-02,2,SKU0033,9,ENTRADA,40,2658.37
334,2024-11-25,4,SKU0001,,SALIDA,94,2771.61
335,2024-12-17,1,SKU0024,8,ENTRADA,6,1461.93
336,2026-06-24,5,SKU0001,2,ENTRADA,18,2515.69
337,2024-03-29,5,SKU0036,,SALIDA,37,12294.83
338,2024-07-12,4,SKU0013,5,ENTRADA,37,3373.51
339,2025-02-09,2,SKU0016,4,ENTRADA,37,2396.66
340,2025-12-27,2,SKU0040,,SALIDA,37,3508.73
341,2025-07-19,2,SKU0006,,SALIDA,55,1580.62
342,2026-05-14,1,SKU0026,8,ENTRADA,29,3777.6
343,2024-04-19,4,SKU0006,,SALIDA,44,1499.69
344,2025-09-01,2,SKU0027,,SALIDA,59,5721.11
345,2025-09-19,2,SKU0022,,SALIDA,59,2066.5
346,2025-05-22,2,SKU0004,,SALIDA,81,7064.8
347,2024-02-07,2,SKU0004,,SALIDA,93,5515.35
348,2026-06-17,1,SKU0001,,SALIDA,96,3164.0
349,2024-07-06,5,SKU0028,,SALIDA,6,1842.23
350,2026-05-08,3,SKU0001,,SALIDA,10,3099.89
351,2024-06-28,1,SKU0012,,AJUSTE,12,1511.74
352,2024-04-29,5,SKU0030,9,ENTRADA,24,2605.29
353,2024-08-20,2,SKU0024,,AJUSTE,30,1614.71
354,2024-08-02,1,SKU0015,,SALIDA,35,3279.73
355,2025-12-02,3,SKU0038,1,ENTRADA,54,5514.72
356,2025-12-20,4,SKU0004,,AJUSTE,38,5700.39
357,2025-12-26,5,SKU0007,6,ENTRADA,5,3129.74
358,2024-10-25,4,SKU0012,,SALIDA,53,1469.95
359,2024-11-11,3,SKU0022,10,ENTRADA,74,1442.77
360,2024-09-25,3,SKU0003,1,ENTRADA,100,1497.08
361,2024-03-01,3,SKU0005,,SALIDA,70,5076.9
362,2025-08-11,1,SKU0021,10,ENTRADA,78,2436.51
363,2026-03-29,4,SKU0019,,SALIDA,93,1798.69
364,2024-06-24,2,SKU0027,5,ENTRADA,1,5273.02
365,2025-01-25,3,SKU0024,8,ENTRADA,60,1725.28
366,2025-04-02,1,SKU0004,,AJUSTE,70,7080.43
367,2024-11-25,4,SKU0008,,SALIDA,30,2496.65
368,2025-11-02,1,SKU0029,1,ENTRADA,13,4738.63
369,2025-09-07,3,SKU0001,,SALIDA,8,2346.28
370,2024-08-13,3,SKU0012,,AJUSTE,22,1386.76
371,2024-01-31,2,SKU0015,,AJUSTE,96,3220.7
372,2024-07-13,5,SKU0029,,SALIDA,49,4066.19
373,2024-11-22,4,SKU0030,,AJUSTE,57,2187.48
374,2024-04-07,5,SKU0023,5,ENTRADA,64,9550.75
375,2026-04-01,5,SKU0016,4,ENTRADA,4,3021.59
376,2024-12-08,1,SKU0005,,SALIDA,93,4856.41
377,2025-03-04,1,SKU0038,,SALIDA,78,6299.15
378,2025-05-28,2,SKU0013,5,ENTRADA,63,3238.69
379,2025-11-02,3,SKU0025,,SALIDA,4,4871.01
380,2024-04-17,3,SKU0017,1,ENTRADA,50,8061.0
381,2025-07-17,3,SKU0041,,SALIDA,20,7234.49
382,2024-07-28,5,SKU0022,10,ENTRADA,48,1672.88
383,2026-05-04,4,SKU0032,,SALIDA,1,2395.12
384,2025-02-03,2,SKU0026,8,ENTRADA,61,3912.7
385,2025-04-19,3,SKU0042,,SALIDA,19,7349.51
386,2024-10-23,4,SKU0012,4,ENTRADA,75,1432.89
387,2025-05-07,4,SKU0011,1,ENTRADA,98,2677.16
388,2024-09-12,4,SKU0041,8,ENTRADA,16,5960.0
389,2024-10-29,1,SKU0033,9,ENTRADA,4,2318.71
390,2024-03-15,4,SKU0015,1,ENTRADA,76,3399.35
391,2026-01-13,3,SKU0038,,AJUSTE,1,6879.64
392,2025-11-07,4,SKU0005,2,ENTRADA,7,6085.56
393,2024-04-11,4,SKU0009,,SALIDA,86,1984.3
394,2025-01-09,3,SKU0002,,AJUSTE,60,2989.89
395,2025-07-14,4,SKU0032,9,ENTRADA,11,2028.45
396,2026-07-09,4,SKU0038,1,ENTRADA,90,6051.9
397,2025-08-28,1,SKU0009,1,ENTRADA,73,2252.67
398,2025-07-25,5,SKU0042,,SALIDA,40,6877.47
399,2026-03-29,4,SKU0032,9,ENTRADA,82,2208.91
400,2026-03-11,3,SKU0039,,SALIDA,90,10786.4
401,2025-03-24,5,SKU0008,6,ENTRADA,20,2341.01
402,2025-07-09,2,SKU0008,,SALIDA,52,2511.73
403,2026-04-19,4,SKU0037,,SALIDA,94,11646.3
404,2025-05-15,2,SKU0040,,SALIDA,6,3274.49
405,2026-05-01,1,SKU0023,,SALIDA,60,10456.05
406,2025-05-17,4,SKU0034,,SALIDA,25,2023.52
407,2024-04-03,5,SKU0008,6,ENTRADA,94,2233.14
408,2026-05-18,3,SKU0032,,AJUSTE,58,2659.59
409,2025-12-15,4,SKU0019,,SALIDA,78,1673.7
410,2025-06-09,5,SKU0040,,SALIDA,84,3861.08
411,2026-05-16,5,SKU0014,5,ENTRADA,48,4140.35
412,2026-02-24,5,SKU0038,,SALIDA,97,5547.2
413,2025-11-16,2,SKU0023,5,ENTRADA,11,9378.96
414,2025-09-26,4,SKU0004,,SALIDA,55,6577.4
415,2024-05-19,2,SKU0008,,SALIDA,63,2232.31
416,2026-01-17,5,SKU0006,,SALIDA,75,1762.35
417,2024-07-15,3,SKU0014,5,ENTRADA,87,3177.83
418,2026-07-19,1,SKU0041,8,ENTRADA,98,6907.69
419,2026-07-10,2,SKU0036,7,ENTRADA,42,15668.24
420,2026-03-03,2,SKU0034,,AJUSTE,95,2431.59
421,2024-05-26,3,SKU0031,9,ENTRADA,31,1970.83
422,2025-03-29,2,SKU0022,,SALIDA,89,1636.13
423,2026-07-22,5,SKU0009,,SALIDA,100,2606.1
424,2025-04-09,3,SKU0032,,SALIDA,65,1925.51
425,2026-07-29,5,SKU0012,4,ENTRADA,52,1637.04
426,2025-10-02,2,SKU0038,,SALIDA,96,5581.92
427,2026-03-24,2,SKU0029,,AJUSTE,22,5112.93
428,2024-10-17,5,SKU0009,1,ENTRADA,11,2169.54
429,2026-05-24,5,SKU0030,,SALIDA,43,2961.09
430,2026-05-26,2,SKU0001,,AJUSTE,84,2663.67
431,2024-03-21,3,SKU0029,1,ENTRADA,41,3813.81
432,2025-02-23,4,SKU0031,,SALIDA,100,2480.57
433,2025-03-04,4,SKU0006,,SALIDA,27,1412.08
434,2024-12-23,3,SKU0009,1,ENTRADA,39,2305.7
